SED_NAME16	DwellingStructure	InternetAccessedFromDwelling	occupied_private_dwellings
Nepean (Eastern Victoria)	Separate house	0	3230
Nepean (Eastern Victoria)	Separate house	1	16849
Niddrie (Western Metropolitan)			14
Niddrie (Western Metropolitan)		0	3
Niddrie (Western Metropolitan)		1	37
Niddrie (Western Metropolitan)	(Other)		8
Niddrie (Western Metropolitan)	(Other)	0	26
Niddrie (Western Metropolitan)	(Other)	1	98
Niddrie (Western Metropolitan)	Flat/apartment		25
Niddrie (Western Metropolitan)	Flat/apartment	0	170
Niddrie (Western Metropolitan)	Flat/apartment	1	651
Niddrie (Western Metropolitan)	Semi-detached, row/terrace house, townhouse etc.		120
Niddrie (Western Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	0	654
Niddrie (Western Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	1	3604
Niddrie (Western Metropolitan)	Separate house		399
Niddrie (Western Metropolitan)	Separate house	0	2795
Niddrie (Western Metropolitan)	Separate house	1	12832
Northcote (Northern Metropolitan)			13
Northcote (Northern Metropolitan)		0	5
Northcote (Northern Metropolitan)		1	82
Northcote (Northern Metropolitan)	(Other)		4
Northcote (Northern Metropolitan)	(Other)	0	21
Northcote (Northern Metropolitan)	(Other)	1	143
Northcote (Northern Metropolitan)	Flat/apartment		165
Northcote (Northern Metropolitan)	Flat/apartment	0	765
Northcote (Northern Metropolitan)	Flat/apartment	1	4964
Northcote (Northern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.		118
Northcote (Northern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	0	630
Northcote (Northern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	1	5406
Northcote (Northern Metropolitan)	Separate house		306
Northcote (Northern Metropolitan)	Separate house	0	1780
Northcote (Northern Metropolitan)	Separate house	1	10590
Oakleigh (Southern Metropolitan)			13
Oakleigh (Southern Metropolitan)		0	5
Oakleigh (Southern Metropolitan)		1	87
Oakleigh (Southern Metropolitan)	(Other)	0	3
Oakleigh (Southern Metropolitan)	(Other)	1	28
Oakleigh (Southern Metropolitan)	Flat/apartment		156
Oakleigh (Southern Metropolitan)	Flat/apartment	0	704
Oakleigh (Southern Metropolitan)	Flat/apartment	1	5603
Oakleigh (Southern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.		170
Oakleigh (Southern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	0	695
Oakleigh (Southern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	1	5448
Oakleigh (Southern Metropolitan)	Separate house		321
Oakleigh (Southern Metropolitan)	Separate house	0	1642
Oakleigh (Southern Metropolitan)	Separate house	1	11115
Ovens Valley (Northern Victoria)			11
Ovens Valley (Northern Victoria)		0	47
Ovens Valley (Northern Victoria)		1	108
Ovens Valley (Northern Victoria)	(Other)		3
Ovens Valley (Northern Victoria)	(Other)	0	39
Ovens Valley (Northern Victoria)	(Other)	1	95
Ovens Valley (Northern Victoria)	Flat/apartment		44
Ovens Valley (Northern Victoria)	Flat/apartment	0	234
Ovens Valley (Northern Victoria)	Flat/apartment	1	271
Ovens Valley (Northern Victoria)	Semi-detached, row/terrace house, townhouse etc.		77
Ovens Valley (Northern Victoria)	Semi-detached, row/terrace house, townhouse etc.	0	547
Ovens Valley (Northern Victoria)	Semi-detached, row/terrace house, townhouse etc.	1	805
Ovens Valley (Northern Victoria)	Separate house		610
Ovens Valley (Northern Victoria)	Separate house	0	3791
Ovens Valley (Northern Victoria)	Separate house	1	14948
Pascoe Vale (Northern Metropolitan)			3
Pascoe Vale (Northern Metropolitan)		0	23
Pascoe Vale (Northern Metropolitan)		1	83
Pascoe Vale (Northern Metropolitan)	(Other)		7
Pascoe Vale (Northern Metropolitan)	(Other)	0	14
Pascoe Vale (Northern Metropolitan)	(Other)	1	62
Pascoe Vale (Northern Metropolitan)	Flat/apartment		69
Pascoe Vale (Northern Metropolitan)	Flat/apartment	0	362
Pascoe Vale (Northern Metropolitan)	Flat/apartment	1	1553
Pascoe Vale (Northern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.		243
Pascoe Vale (Northern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	0	1035
Pascoe Vale (Northern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	1	6841
Pascoe Vale (Northern Metropolitan)	Separate house		428
Pascoe Vale (Northern Metropolitan)	Separate house	0	3174
Pascoe Vale (Northern Metropolitan)	Separate house	1	13224
Polwarth (Western Victoria)			13
Polwarth (Western Victoria)		0	25
Polwarth (Western Victoria)		1	118
Polwarth (Western Victoria)	(Other)		13
Polwarth (Western Victoria)	(Other)	0	35
Polwarth (Western Victoria)	(Other)	1	98
Polwarth (Western Victoria)	Flat/apartment		23
Polwarth (Western Victoria)	Flat/apartment	0	110
Polwarth (Western Victoria)	Flat/apartment	1	148
Polwarth (Western Victoria)	Semi-detached, row/terrace house, townhouse etc.		39
Polwarth (Western Victoria)	Semi-detached, row/terrace house, townhouse etc.	0	315
Polwarth (Western Victoria)	Semi-detached, row/terrace house, townhouse etc.	1	387
Polwarth (Western Victoria)	Separate house		557
Polwarth (Western Victoria)	Separate house	0	3906
Polwarth (Western Victoria)	Separate house	1	16203
Prahran (Southern Metropolitan)			21
Prahran (Southern Metropolitan)		0	10
Prahran (Southern Metropolitan)		1	92
Prahran (Southern Metropolitan)	(Other)		8
Prahran (Southern Metropolitan)	(Other)	0	6
Prahran (Southern Metropolitan)	(Other)	1	107
Prahran (Southern Metropolitan)	Flat/apartment		695
Prahran (Southern Metropolitan)	Flat/apartment	0	2464
Prahran (Southern Metropolitan)	Flat/apartment	1	22291
Prahran (Southern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.		130
Prahran (Southern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	0	378
Prahran (Southern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	1	4933
Prahran (Southern Metropolitan)	Separate house		77
Prahran (Southern Metropolitan)	Separate house	0	273
Prahran (Southern Metropolitan)	Separate house	1	2674
Preston (Northern Metropolitan)			7
Preston (Northern Metropolitan)		0	12
Preston (Northern Metropolitan)		1	56
Preston (Northern Metropolitan)	(Other)		3
Preston (Northern Metropolitan)	(Other)	0	20
Preston (Northern Metropolitan)	(Other)	1	110
Preston (Northern Metropolitan)	Flat/apartment		58
Preston (Northern Metropolitan)	Flat/apartment	0	370
Preston (Northern Metropolitan)	Flat/apartment	1	1308
Preston (Northern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.		264
Preston (Northern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	0	1337
Preston (Northern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	1	5870
Preston (Northern Metropolitan)	Separate house		533
Preston (Northern Metropolitan)	Separate house	0	3473
Preston (Northern Metropolitan)	Separate house	1	12171
Richmond (Northern Metropolitan)			18
Richmond (Northern Metropolitan)		0	11
Richmond (Northern Metropolitan)		1	135
Richmond (Northern Metropolitan)	(Other)		10
Richmond (Northern Metropolitan)	(Other)	0	11
Richmond (Northern Metropolitan)	(Other)	1	159
Richmond (Northern Metropolitan)	Flat/apartment		483
Richmond (Northern Metropolitan)	Flat/apartment	0	1791
Richmond (Northern Metropolitan)	Flat/apartment	1	12685
Richmond (Northern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.		271
Richmond (Northern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	0	759
Richmond (Northern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	1	10155
Richmond (Northern Metropolitan)	Separate house		104
Richmond (Northern Metropolitan)	Separate house	0	434
Richmond (Northern Metropolitan)	Separate house	1	3563
Ringwood (Eastern Metropolitan)			14
Ringwood (Eastern Metropolitan)		0	12
Ringwood (Eastern Metropolitan)		1	48
Ringwood (Eastern Metropolitan)	(Other)	1	19
Ringwood (Eastern Metropolitan)	Flat/apartment		27
Ringwood (Eastern Metropolitan)	Flat/apartment	0	102
Ringwood (Eastern Metropolitan)	Flat/apartment	1	737
Ringwood (Eastern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.		132
Ringwood (Eastern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	0	618
Ringwood (Eastern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	1	3519
Ringwood (Eastern Metropolitan)	Separate house		353
Ringwood (Eastern Metropolitan)	Separate house	0	1843
Ringwood (Eastern Metropolitan)	Separate house	1	15838
Ripon (Western Victoria)			18
Ripon (Western Victoria)		0	48
Ripon (Western Victoria)		1	104
Ripon (Western Victoria)	(Other)		22
Ripon (Western Victoria)	(Other)	0	193
Ripon (Western Victoria)	(Other)	1	426
Ripon (Western Victoria)	Flat/apartment		45
Ripon (Western Victoria)	Flat/apartment	0	203
Ripon (Western Victoria)	Flat/apartment	1	209
Ripon (Western Victoria)	Semi-detached, row/terrace house, townhouse etc.		69
Ripon (Western Victoria)	Semi-detached, row/terrace house, townhouse etc.	0	307
Ripon (Western Victoria)	Semi-detached, row/terrace house, townhouse etc.	1	296
Ripon (Western Victoria)	Separate house		671
Ripon (Western Victoria)	Separate house	0	5134
Ripon (Western Victoria)	Separate house	1	16603
Rowville (South-Eastern Metropolitan)		0	3
Rowville (South-Eastern Metropolitan)		1	8
Rowville (South-Eastern Metropolitan)	(Other)		4
Rowville (South-Eastern Metropolitan)	(Other)	0	8
Rowville (South-Eastern Metropolitan)	(Other)	1	104
Rowville (South-Eastern Metropolitan)	Flat/apartment		7
Rowville (South-Eastern Metropolitan)	Flat/apartment	0	76
Rowville (South-Eastern Metropolitan)	Flat/apartment	1	198
Rowville (South-Eastern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.		37
Rowville (South-Eastern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	0	165
Rowville (South-Eastern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	1	681
Rowville (South-Eastern Metropolitan)	Separate house		286
Rowville (South-Eastern Metropolitan)	Separate house	0	1025
Rowville (South-Eastern Metropolitan)	Separate house	1	15214
Sandringham (Southern Metropolitan)			9
Sandringham (Southern Metropolitan)		0	7
Sandringham (Southern Metropolitan)		1	78
Sandringham (Southern Metropolitan)	(Other)		3
Sandringham (Southern Metropolitan)	(Other)	0	9
Sandringham (Southern Metropolitan)	(Other)	1	135
Sandringham (Southern Metropolitan)	Flat/apartment		81
Sandringham (Southern Metropolitan)	Flat/apartment	0	406
Sandringham (Southern Metropolitan)	Flat/apartment	1	2541
Sandringham (Southern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.		145
Sandringham (Southern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	0	765
Sandringham (Southern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	1	5467
Sandringham (Southern Metropolitan)	Separate house		229
Sandringham (Southern Metropolitan)	Separate house	0	1057
Sandringham (Southern Metropolitan)	Separate house	1	11235
Shepparton (Northern Victoria)			12
Shepparton (Northern Victoria)		0	11
Shepparton (Northern Victoria)		1	44
Shepparton (Northern Victoria)	(Other)		33
Shepparton (Northern Victoria)	(Other)	0	152
Shepparton (Northern Victoria)	(Other)	1	161
Shepparton (Northern Victoria)	Flat/apartment		31
Shepparton (Northern Victoria)	Flat/apartment	0	161
Shepparton (Northern Victoria)	Flat/apartment	1	154
Shepparton (Northern Victoria)	Semi-detached, row/terrace house, townhouse etc.		132
Shepparton (Northern Victoria)	Semi-detached, row/terrace house, townhouse etc.	0	753
Shepparton (Northern Victoria)	Semi-detached, row/terrace house, townhouse etc.	1	1371
Shepparton (Northern Victoria)	Separate house		660
Shepparton (Northern Victoria)	Separate house	0	3881
Shepparton (Northern Victoria)	Separate house	1	17290
South Barwon (Western Victoria)			3
South Barwon (Western Victoria)		0	7
South Barwon (Western Victoria)		1	41
South Barwon (Western Victoria)	(Other)		5
South Barwon (Western Victoria)	(Other)	0	13
South Barwon (Western Victoria)	(Other)	1	107
South Barwon (Western Victoria)	Flat/apartment		18
South Barwon (Western Victoria)	Flat/apartment	0	63
South Barwon (Western Victoria)	Flat/apartment	1	93
South Barwon (Western Victoria)	Semi-detached, row/terrace house, townhouse etc.		68
South Barwon (Western Victoria)	Semi-detached, row/terrace house, townhouse etc.	0	496
South Barwon (Western Victoria)	Semi-detached, row/terrace house, townhouse etc.	1	1652
South Barwon (Western Victoria)	Separate house		390
South Barwon (Western Victoria)	Separate house	0	1812
South Barwon (Western Victoria)	Separate house	1	19088
South-West Coast (Western Victoria)			11
South-West Coast (Western Victoria)		0	12
South-West Coast (Western Victoria)		1	93
South-West Coast (Western Victoria)	(Other)		5
South-West Coast (Western Victoria)	(Other)	0	58
South-West Coast (Western Victoria)	(Other)	1	110
South-West Coast (Western Victoria)	Flat/apartment		93
South-West Coast (Western Victoria)	Flat/apartment	0	363
South-West Coast (Western Victoria)	Flat/apartment	1	468
South-West Coast (Western Victoria)	Semi-detached, row/terrace house, townhouse etc.		71
South-West Coast (Western Victoria)	Semi-detached, row/terrace house, townhouse etc.	0	592
South-West Coast (Western Victoria)	Semi-detached, row/terrace house, townhouse etc.	1	1145
South-West Coast (Western Victoria)	Separate house		519
South-West Coast (Western Victoria)	Separate house	0	3516
South-West Coast (Western Victoria)	Separate house	1	16378
St Albans (Western Metropolitan)			12
St Albans (Western Metropolitan)		0	21
St Albans (Western Metropolitan)		1	39
St Albans (Western Metropolitan)	(Other)		28
St Albans (Western Metropolitan)	(Other)	0	15
St Albans (Western Metropolitan)	(Other)	1	41
St Albans (Western Metropolitan)	Flat/apartment		99
St Albans (Western Metropolitan)	Flat/apartment	0	546
St Albans (Western Metropolitan)	Flat/apartment	1	1427
St Albans (Western Metropolitan)	Semi-detached, row/terrace house, townhouse etc.		173
St Albans (Western Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	0	650
St Albans (Western Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	1	2612
St Albans (Western Metropolitan)	Separate house		770
St Albans (Western Metropolitan)	Separate house	0	3930
St Albans (Western Metropolitan)	Separate house	1	14113
Sunbury (Western Metropolitan)			4
Sunbury (Western Metropolitan)		0	6
Sunbury (Western Metropolitan)		1	23
Sunbury (Western Metropolitan)	(Other)	1	8
Sunbury (Western Metropolitan)	Flat/apartment		36
Sunbury (Western Metropolitan)	Flat/apartment	0	253
Sunbury (Western Metropolitan)	Flat/apartment	1	707
Sunbury (Western Metropolitan)	Semi-detached, row/terrace house, townhouse etc.		63
Sunbury (Western Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	0	375
Sunbury (Western Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	1	1475
Sunbury (Western Metropolitan)	Separate house		381
Sunbury (Western Metropolitan)	Separate house	0	2050
Sunbury (Western Metropolitan)	Separate house	1	15994
Sydenham (Western Metropolitan)		0	3
Sydenham (Western Metropolitan)		1	37
Sydenham (Western Metropolitan)	(Other)	1	5
Sydenham (Western Metropolitan)	Flat/apartment		15
Sydenham (Western Metropolitan)	Flat/apartment	0	138
Sydenham (Western Metropolitan)	Flat/apartment	1	227
Sydenham (Western Metropolitan)	Semi-detached, row/terrace house, townhouse etc.		81
Sydenham (Western Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	0	463
Sydenham (Western Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	1	2754
Sydenham (Western Metropolitan)	Separate house		444
Sydenham (Western Metropolitan)	Separate house	0	1451
Sydenham (Western Metropolitan)	Separate house	1	16870
Tarneit (Western Metropolitan)			8
Tarneit (Western Metropolitan)		0	7
Tarneit (Western Metropolitan)		1	23
Tarneit (Western Metropolitan)	(Other)	0	20
Tarneit (Western Metropolitan)	(Other)	1	20
Tarneit (Western Metropolitan)	Flat/apartment		34
Tarneit (Western Metropolitan)	Flat/apartment	0	188
Tarneit (Western Metropolitan)	Flat/apartment	1	588
Tarneit (Western Metropolitan)	Semi-detached, row/terrace house, townhouse etc.		109
Tarneit (Western Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	0	425
Tarneit (Western Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	1	4075
Tarneit (Western Metropolitan)	Separate house		582
Tarneit (Western Metropolitan)	Separate house	0	1607
Tarneit (Western Metropolitan)	Separate house	1	20635
Thomastown (Northern Metropolitan)			13
Thomastown (Northern Metropolitan)		0	5
Thomastown (Northern Metropolitan)		1	38
Thomastown (Northern Metropolitan)	(Other)	1	18
Thomastown (Northern Metropolitan)	Flat/apartment		33
Thomastown (Northern Metropolitan)	Flat/apartment	0	183
Thomastown (Northern Metropolitan)	Flat/apartment	1	696
Thomastown (Northern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.		68
Thomastown (Northern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	0	341
Thomastown (Northern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	1	1640
Thomastown (Northern Metropolitan)	Separate house		630
Thomastown (Northern Metropolitan)	Separate house	0	4217
Thomastown (Northern Metropolitan)	Separate house	1	14490
Warrandyte (Eastern Metropolitan)			50
Warrandyte (Eastern Metropolitan)		1	35
Warrandyte (Eastern Metropolitan)	(Other)	1	23
Warrandyte (Eastern Metropolitan)	Flat/apartment		41
Warrandyte (Eastern Metropolitan)	Flat/apartment	0	167
Warrandyte (Eastern Metropolitan)	Flat/apartment	1	771
Warrandyte (Eastern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.		75
Warrandyte (Eastern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	0	296
Warrandyte (Eastern Metropolitan)	Semi-detached, row/terrace house, townhouse etc.	1	2134
Warrandyte (Eastern Metropolitan)	Separate house		274
Warrandyte (Eastern Metropolitan)	Separate house	0	1120
